v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d027299	expressed.endo	polm1	Zm00004b000049
Zm00001d027302	expressed.endo		Zm00004b000051
Zm00001d027305	not.endo		Zm00004b000054
Zm00001d027307	expressed.endo		Zm00004b000055
Zm00001d027308	not.endo		Zm00004b000056
Zm00001d027309	expressed.endo		Zm00004b000057
Zm00001d027311	expressed.endo		Zm00004b000058
Zm00001d027312	expressed.endo		Zm00004b000063
Zm00001d027313	not.endo		Zm00004b000064
Zm00001d027314	expressed.endo		Zm00004b000065
Zm00001d027317	expressed.endo	rld2	Zm00004b000067
Zm00001d027318	expressed.endo	btf3	Zm00004b000068
Zm00001d027319	expressed.endo		Zm00004b000069
Zm00001d027322	not.endo		Zm00004b000072
Zm00001d027323	expressed.endo		Zm00004b000073
Zm00001d027324	expressed.endo		Zm00004b000074
Zm00001d027325	expressed.endo		Zm00004b000075
Zm00001d027326	expressed.endo	arp4	Zm00004b000076
Zm00001d027329	expressed.endo	met7	Zm00004b000077
Zm00001d027333	expressed.endo		Zm00004b000081
Zm00001d027334	expressed.endo		Zm00004b000082
Zm00001d027337	expressed.endo	krp17	Zm00004b000085
Zm00001d027339	expressed.endo		Zm00004b000087
Zm00001d027340	expressed.endo	magi101072	Zm00004b000088
Zm00001d027341	not.endo		Zm00004b000089
Zm00001d027342	expressed.endo		Zm00004b000090
Zm00001d027343	expressed.endo		Zm00004b000091
Zm00001d027344	expressed.endo		Zm00004b000092
Zm00001d027346	expressed.endo		Zm00004b000094
Zm00001d027347	expressed.endo		Zm00004b000095
Zm00001d027351	expressed.endo		Zm00004b000098
Zm00001d027354	expressed.endo		Zm00004b000101
Zm00001d027359	expressed.endo	fus6	Zm00004b000105
Zm00001d027362	expressed.endo		Zm00004b000108
Zm00001d027367	expressed.endo	pyrd1	Zm00004b000112
Zm00001d027369	expressed.endo		Zm00004b000115
Zm00001d027370	not.endo		Zm00004b000116
Zm00001d027371	expressed.endo		Zm00004b000117
Zm00001d027373	expressed.endo	cdc2	Zm00004b000119
Zm00001d027374	expressed.endo		Zm00004b000120
Zm00001d027376	expressed.endo		Zm00004b000124
Zm00001d027383	expressed.endo		Zm00004b000126
Zm00001d027384	expressed.endo		Zm00004b000128
Zm00001d027385	expressed.endo	IDP1464	Zm00004b000129
Zm00001d027386	expressed.endo	pld15	Zm00004b000130
Zm00001d027387	expressed.endo		Zm00004b000131
Zm00001d027389	expressed.endo	nad5 (homolog)	Zm00004b000132
Zm00001d027392	expressed.endo	csu589	Zm00004b000134
Zm00001d027393	expressed.endo		Zm00004b000135
Zm00001d027394	expressed.endo		Zm00004b000136
Zm00001d027395	expressed.endo	nactf78	Zm00004b000137
Zm00001d027399	expressed.endo		Zm00004b000139
Zm00001d027401	expressed.endo		Zm00004b000141
Zm00001d027403	expressed.endo		Zm00004b000143
Zm00001d027405	not.endo	mib1	Zm00004b000145
Zm00001d027409	not.endo	abi8	Zm00004b000147
Zm00001d027411	expressed.endo		Zm00004b000148
Zm00001d027412	expressed.endo	dcl101	Zm00004b000149
Zm00001d027415	expressed.endo	atg1a	Zm00004b000154
Zm00001d027416	expressed.endo		Zm00004b000155
Zm00001d027419	not.endo	bhlh140	Zm00004b000156
Zm00001d027421	expressed.endo	IDP2420	Zm00004b000157
Zm00001d027425	expressed.endo	zag6	Zm00004b000161
Zm00001d027427	expressed.endo	uce3	Zm00004b000163
Zm00001d027428	not.endo		Zm00004b000164
Zm00001d027429	expressed.endo	IDP658	Zm00004b000165
Zm00001d027430	expressed.endo		Zm00004b000166
Zm00001d027434	expressed.endo		Zm00004b000169
Zm00001d027437	not.endo		Zm00004b000172
Zm00001d027439	expressed.endo	AY107629	Zm00004b000173
Zm00001d027441	expressed.endo	cdo1081a	Zm00004b000174
Zm00001d027442	expressed.endo		Zm00004b000175
Zm00001d027444	expressed.endo	IDP755	Zm00004b000178
Zm00001d027446	expressed.endo	umc1292	Zm00004b000180
Zm00001d027448	expressed.endo		Zm00004b000182
Zm00001d027450	expressed.endo		Zm00004b000184
Zm00001d027451	expressed.endo		Zm00004b000185
Zm00001d027453	not.endo	ofp1	Zm00004b000186
Zm00001d027455	expressed.endo		Zm00004b000189
Zm00001d027456	not.endo	pba1	Zm00004b000190
Zm00001d027458	expressed.endo		Zm00004b000192
Zm00001d027459	not.endo	nactf33	Zm00004b000193
Zm00001d027460	expressed.endo		Zm00004b000194
Zm00001d027461	expressed.endo	bzip114	Zm00004b000195
Zm00001d027462	expressed.endo	fha1	Zm00004b000196
Zm00001d027463	expressed.endo		Zm00004b000197
Zm00001d027466	expressed.endo		Zm00004b000199
Zm00001d027468	expressed.endo		Zm00004b000201
Zm00001d027472	expressed.endo		Zm00004b000205
Zm00001d027479	expressed.endo		Zm00004b000212
Zm00001d027480	expressed.endo		Zm00004b000213
Zm00001d027481	not.endo		Zm00004b000214
Zm00001d027484	expressed.endo		Zm00004b000216
Zm00001d027487	expressed.endo		Zm00004b000219
Zm00001d027492	not.endo	glk48	Zm00004b000223
Zm00001d027493	expressed.endo	nad4	Zm00004b000224
Zm00001d027499	not.endo		Zm00004b000227
Zm00001d027500	expressed.endo	fsgt1	Zm00004b000228
Zm00001d027502	expressed.endo		Zm00004b000230
Zm00001d027503	expressed.endo		Zm00004b000231
Zm00001d027505	expressed.endo		Zm00004b000234
Zm00001d027506	expressed.endo	bnlg1014	Zm00004b000236
Zm00001d027510	expressed.endo	nlp7	Zm00004b000241
Zm00001d027512	expressed.endo		Zm00004b000243
Zm00001d027514	expressed.endo		Zm00004b000244
Zm00001d027515	expressed.endo		Zm00004b000246
Zm00001d027516	expressed.endo		Zm00004b000247
Zm00001d027517	expressed.endo		Zm00004b000249
Zm00001d027519	expressed.endo		Zm00004b000251
Zm00001d027520	expressed.endo	expa6	Zm00004b000252
Zm00001d027522	not.endo		Zm00004b000253
Zm00001d027523	expressed.endo		Zm00004b000254
Zm00001d027527	expressed.endo		Zm00004b000257
Zm00001d027530	not.endo	nactf53	Zm00004b000258
Zm00001d027532	expressed.endo		Zm00004b000260
Zm00001d027536	expressed.endo		Zm00004b000264
Zm00001d027540	not.endo	gst12	Zm00004b000268
Zm00001d027541	not.endo	csu454(gst)	Zm00004b000269
Zm00001d027542	expressed.endo	gst10	Zm00004b000270
Zm00001d027544	expressed.endo		Zm00004b000271
Zm00001d027546	not.endo	bhlh35	Zm00004b000272
Zm00001d027548	expressed.endo	smt2	Zm00004b000275
Zm00001d027549	not.endo	pht10	Zm00004b000276
Zm00001d027555	expressed.endo		Zm00004b000281
Zm00001d027556	expressed.endo		Zm00004b000282
Zm00001d027557	expressed.endo	gst31	Zm00004b000284
Zm00001d027558	expressed.endo	aco12	Zm00004b000285
Zm00001d027572	expressed.endo		Zm00004b000290
Zm00001d027573	expressed.endo		Zm00004b000291
Zm00001d027581	expressed.endo	cl3927_1a	Zm00004b000296
Zm00001d027588	expressed.endo	TIDP3353	Zm00004b000303
Zm00001d027590	not.endo	php20603	Zm00004b000305
Zm00001d027596	expressed.endo		Zm00004b000308
Zm00001d027597	expressed.endo		Zm00004b000309
Zm00001d027598	not.endo		Zm00004b000310
Zm00001d027607	expressed.endo	pdlp1	Zm00004b000317
Zm00001d027612	expressed.endo		Zm00004b000320
Zm00001d027616	expressed.endo		Zm00004b000322
Zm00001d027618	expressed.endo	pco098394	Zm00004b000323
Zm00001d027619	expressed.endo	amyb2	Zm00004b000324
Zm00001d027623	not.endo	myb120	Zm00004b000328
Zm00001d027624	expressed.endo		Zm00004b000330
Zm00001d027625	expressed.endo	mrpa4	Zm00004b000331
Zm00001d027626	expressed.endo		Zm00004b000332
Zm00001d027627	not.endo		Zm00004b000333
Zm00001d027630	expressed.endo	umc1484	Zm00004b000336
Zm00001d027633	expressed.endo	IDP1437a	Zm00004b000338
Zm00001d027636	not.endo		Zm00004b000339
Zm00001d027637	expressed.endo		Zm00004b000340
Zm00001d027645	not.endo		Zm00004b000346
Zm00001d027646	expressed.endo		Zm00004b000347
Zm00001d027647	not.endo		Zm00004b000348
Zm00001d027648	expressed.endo		Zm00004b000349
Zm00001d027655	expressed.endo	IDP847	Zm00004b000353
Zm00001d027656	expressed.endo	lls1	Zm00004b000354
Zm00001d027659	expressed.endo	mmp93	Zm00004b000355
Zm00001d027667	expressed.endo	citt1	Zm00004b000361
Zm00001d027675	expressed.endo		Zm00004b000365
Zm00001d027677	expressed.endo		Zm00004b000369
Zm00001d027679	not.endo	rtcs1	Zm00004b000371
Zm00001d027682	expressed.endo		Zm00004b000373
Zm00001d027683	expressed.endo		Zm00004b000374
Zm00001d027684	not.endo		Zm00004b000375
Zm00001d027688	expressed.endo	umc1222	Zm00004b000380
Zm00001d027694	expressed.endo	GRMZM2G112728	Zm00004b000381
Zm00001d027699	expressed.endo		Zm00004b000382
Zm00001d027700	not.endo	pht9	Zm00004b000383
Zm00001d027701	expressed.endo		Zm00004b000384
Zm00001d027703	expressed.endo	hagtf1	Zm00004b000387
Zm00001d027706	expressed.endo		Zm00004b000388
Zm00001d027707	expressed.endo		Zm00004b000389
Zm00001d027708	expressed.endo		Zm00004b000390
Zm00001d027709	expressed.endo	e2f19	Zm00004b000391
Zm00001d027710	not.endo		Zm00004b000392
Zm00001d027711	expressed.endo		Zm00004b000393
Zm00001d027714	expressed.endo	rplp1	Zm00004b000395
Zm00001d027715	expressed.endo		Zm00004b000397
Zm00001d027718	not.endo		Zm00004b000401
Zm00001d027721	expressed.endo		Zm00004b000402
Zm00001d027722	expressed.endo	nod1	Zm00004b000405
Zm00001d027723	expressed.endo		Zm00004b000406
Zm00001d027726	expressed.endo		Zm00004b000408
Zm00001d027727	expressed.endo		Zm00004b000409
Zm00001d027728	expressed.endo		Zm00004b000411
Zm00001d027729	not.endo		Zm00004b000412
Zm00001d027731	expressed.endo	umc2224	Zm00004b000414
Zm00001d027732	not.endo		Zm00004b000415
Zm00001d027739	not.endo	ofp2	Zm00004b000418
Zm00001d027740	not.endo	rab30	Zm00004b000420
Zm00001d027742	expressed.endo		Zm00004b000421
Zm00001d027743	expressed.endo		Zm00004b000422
Zm00001d027746	not.endo		Zm00004b000423
Zm00001d027749	expressed.endo	sfp4	Zm00004b000425
Zm00001d027751	expressed.endo		Zm00004b000426
Zm00001d027752	expressed.endo		Zm00004b000428
Zm00001d027756	expressed.endo		Zm00004b000432
Zm00001d027757	not.endo	hsftf13	Zm00004b000433
Zm00001d027759	not.endo	yuc7	Zm00004b000434
Zm00001d027760	expressed.endo		Zm00004b000435
Zm00001d027766	not.endo		Zm00004b000439
Zm00001d027767	expressed.endo		Zm00004b000440
Zm00001d027768	expressed.endo	magi2762	Zm00004b000441
Zm00001d027769	expressed.endo	gsr1	Zm00004b000442
Zm00001d027790	expressed.endo		Zm00004b000449
Zm00001d027799	expressed.endo		Zm00004b000456
Zm00001d027800	expressed.endo		Zm00004b000457
Zm00001d027801	expressed.endo		Zm00004b000458
Zm00001d027803	expressed.endo	TIDP3300	Zm00004b000460
Zm00001d027807	expressed.endo		Zm00004b000463
Zm00001d027808	not.endo		Zm00004b000464
Zm00001d027809	expressed.endo		Zm00004b000465
Zm00001d027810	not.endo	gpat16	Zm00004b000466
Zm00001d027811	expressed.endo		Zm00004b000467
Zm00001d027812	expressed.endo		Zm00004b000468
Zm00001d027819	expressed.endo	esr2	Zm00004b000472
Zm00001d027824	not.endo	vq1	Zm00004b000477
Zm00001d027826	expressed.endo		Zm00004b000479
Zm00001d027827	expressed.endo		Zm00004b000480
Zm00001d027835	expressed.endo		Zm00004b000485
Zm00001d027837	not.endo	ms26	Zm00004b000486
Zm00001d027839	expressed.endo		Zm00004b000488
Zm00001d027841	expressed.endo	rpe1	Zm00004b000489
Zm00001d027842	expressed.endo		Zm00004b000490
Zm00001d027845	expressed.endo		Zm00004b000493
Zm00001d027847	expressed.endo		Zm00004b000495
Zm00001d027848	expressed.endo	cox10b	Zm00004b000496
Zm00001d027850	expressed.endo		Zm00004b000497
Zm00001d027852	not.endo	hb102	Zm00004b000498
Zm00001d027853	not.endo		Zm00004b000499
Zm00001d027855	not.endo	bhlh74	Zm00004b000501
Zm00001d027856	expressed.endo		Zm00004b000502
Zm00001d027859	not.endo	bhlh84	Zm00004b000503
Zm00001d027861	expressed.endo		Zm00004b000504
Zm00001d027863	not.endo		Zm00004b000506
Zm00001d027869	expressed.endo		Zm00004b000512
Zm00001d027870	not.endo	ereb38	Zm00004b000513
Zm00001d027871	expressed.endo	adss1	Zm00004b000514
Zm00001d027872	expressed.endo		Zm00004b000515
Zm00001d027874	expressed.endo	nfya1	Zm00004b000519
Zm00001d027875	expressed.endo		Zm00004b000521
Zm00001d027876	expressed.endo		Zm00004b000522
Zm00001d027877	not.endo		Zm00004b000523
Zm00001d027879	expressed.endo		Zm00004b000525
Zm00001d027880	expressed.endo		Zm00004b000526
Zm00001d027884	expressed.endo	hma8	Zm00004b000529
Zm00001d027885	not.endo		Zm00004b000531
Zm00001d027886	expressed.endo	ct2	Zm00004b000532
Zm00001d027888	expressed.endo	IDP29	Zm00004b000534
Zm00001d027890	not.endo		Zm00004b000535
Zm00001d027892	not.endo		Zm00004b000536
Zm00001d027895	expressed.endo		Zm00004b000541
Zm00001d027896	expressed.endo		Zm00004b000542
Zm00001d027903	expressed.endo		Zm00004b000544
Zm00001d027907	expressed.endo		Zm00004b000546
Zm00001d027908	not.endo		Zm00004b000547
Zm00001d027916	expressed.endo	TIDP3623	Zm00004b000551
Zm00001d027922	expressed.endo		Zm00004b000555
Zm00001d027924	expressed.endo	ereb179	Zm00004b000557
Zm00001d027925	not.endo	ereb180	Zm00004b000558
Zm00001d027932	not.endo		Zm00004b000562
Zm00001d027934	expressed.endo	ltk1	Zm00004b000563
Zm00001d027936	expressed.endo	vp5	Zm00004b000567
Zm00001d027937	expressed.endo		Zm00004b000568
Zm00001d027938	not.endo		Zm00004b000569
Zm00001d027941	expressed.endo		Zm00004b000571
Zm00001d027943	expressed.endo		Zm00004b000573
Zm00001d027944	expressed.endo	TIDP2777	Zm00004b000574
Zm00001d027946	not.endo	hct1	Zm00004b000575
Zm00001d027947	not.endo		Zm00004b000576
Zm00001d027950	expressed.endo		Zm00004b000580
Zm00001d027954	expressed.endo		Zm00004b000583
Zm00001d027957	expressed.endo	mads68	Zm00004b000584
Zm00001d027958	not.endo		Zm00004b000585
Zm00001d027962	expressed.endo	IDP343	Zm00004b000586
Zm00001d027966	expressed.endo		Zm00004b000591
Zm00001d027969	expressed.endo		Zm00004b000594
Zm00001d027971	expressed.endo		Zm00004b000596
Zm00001d027973	not.endo		Zm00004b000598
Zm00001d027976	expressed.endo	IDP622	Zm00004b000601
Zm00001d027978	not.endo		Zm00004b000603
Zm00001d027982	expressed.endo		Zm00004b000606
Zm00001d027983	not.endo		Zm00004b000607
Zm00001d027987	expressed.endo	bhlh160	Zm00004b000609
Zm00001d027991	not.endo	hb5	Zm00004b000612
Zm00001d027994	not.endo		Zm00004b000617
Zm00001d027995	not.endo		Zm00004b000618
Zm00001d028005	expressed.endo		Zm00004b000626
Zm00001d028006	expressed.endo		Zm00004b000627
Zm00001d028009	expressed.endo		Zm00004b000630
Zm00001d028010	expressed.endo		Zm00004b000631
Zm00001d028012	expressed.endo	IDP871	Zm00004b000633
Zm00001d028015	not.endo		Zm00004b000636
Zm00001d028017	not.endo	ereb101	Zm00004b000638
Zm00001d028018	expressed.endo		Zm00004b000639
Zm00001d028019	not.endo		Zm00004b000640
Zm00001d028020	expressed.endo		Zm00004b000641
Zm00001d028022	expressed.endo		Zm00004b000642
Zm00001d028024	expressed.endo	umc1467	Zm00004b000644
Zm00001d028025	expressed.endo		Zm00004b000645
Zm00001d028034	expressed.endo		Zm00004b000646
Zm00001d028038	expressed.endo		Zm00004b000648
Zm00001d028040	expressed.endo		Zm00004b000650
Zm00001d028045	expressed.endo		Zm00004b000652
Zm00001d028050	expressed.endo		Zm00004b000654
Zm00001d028051	not.endo		Zm00004b000655
Zm00001d028053	expressed.endo	TIDP3048	Zm00004b000656
Zm00001d028054	expressed.endo	pco148373a	Zm00004b000657
Zm00001d028055	expressed.endo		Zm00004b000658
Zm00001d028064	expressed.endo	umc1976	Zm00004b000661
Zm00001d028071	expressed.endo		Zm00004b000675
Zm00001d028073	expressed.endo	rdph1	Zm00004b000676
Zm00001d028075	expressed.endo	umc2226	Zm00004b000678
Zm00001d028084	expressed.endo		Zm00004b000680
Zm00001d028085	not.endo		Zm00004b000681
Zm00001d028086	expressed.endo		Zm00004b000682
Zm00001d028088	expressed.endo	phm13619	Zm00004b000683
Zm00001d028089	not.endo		Zm00004b000684
Zm00001d028093	expressed.endo		Zm00004b000687
Zm00001d028094	expressed.endo		Zm00004b000689
Zm00001d028096	expressed.endo	urb2	Zm00004b000690
Zm00001d028097	expressed.endo		Zm00004b000691
Zm00001d028098	expressed.endo	pza02487	Zm00004b000693
Zm00001d028102	expressed.endo		Zm00004b000694
Zm00001d028103	not.endo		Zm00004b000695
Zm00001d028104	expressed.endo		Zm00004b000696
Zm00001d028105	expressed.endo		Zm00004b000697
Zm00001d028107	expressed.endo		Zm00004b000698
Zm00001d028109	expressed.endo		Zm00004b000699
Zm00001d028110	not.endo		Zm00004b000700
Zm00001d028111	expressed.endo		Zm00004b000701
Zm00001d028112	expressed.endo		Zm00004b000702
Zm00001d028113	expressed.endo		Zm00004b000703
Zm00001d028114	expressed.endo	mmp135	Zm00004b000704
Zm00001d028120	not.endo		Zm00004b000708
Zm00001d028125	expressed.endo		Zm00004b000710
Zm00001d028128	expressed.endo	dng1	Zm00004b000712
Zm00001d028129	not.endo	gt1	Zm00004b000713
Zm00001d028130	expressed.endo		Zm00004b000714
Zm00001d028143	expressed.endo		Zm00004b000720
Zm00001d028152	expressed.endo		Zm00004b000728
Zm00001d028153	expressed.endo		Zm00004b000729
Zm00001d028159	not.endo		Zm00004b000734
Zm00001d028160	expressed.endo		Zm00004b000739
Zm00001d028162	expressed.endo	sfp1	Zm00004b000741
Zm00001d028164	expressed.endo	sfp3	Zm00004b000742
Zm00001d028165	not.endo		Zm00004b000743
Zm00001d028167	not.endo		Zm00004b000745
Zm00001d028169	expressed.endo		Zm00004b000748
Zm00001d028173	expressed.endo		Zm00004b000753
Zm00001d028177	expressed.endo		Zm00004b000755
Zm00001d028180	expressed.endo	mips1	Zm00004b000757
Zm00001d028181	expressed.endo		Zm00004b000758
Zm00001d028182	not.endo		Zm00004b000759
Zm00001d028183	expressed.endo		Zm00004b000760
Zm00001d028185	expressed.endo	remo1	Zm00004b000761
Zm00001d028186	expressed.endo		Zm00004b000762
Zm00001d028187	expressed.endo	umc1711	Zm00004b000763
Zm00001d028188	expressed.endo		Zm00004b000765
Zm00001d028189	expressed.endo		Zm00004b000766
Zm00001d028191	expressed.endo		Zm00004b000767
Zm00001d028194	expressed.endo		Zm00004b000769
Zm00001d028195	expressed.endo		Zm00004b000771
Zm00001d028197	expressed.endo		Zm00004b000773
Zm00001d028199	expressed.endo		Zm00004b000774
Zm00001d028201	expressed.endo		Zm00004b000775
Zm00001d028203	expressed.endo		Zm00004b000777
Zm00001d028204	expressed.endo		Zm00004b000778
Zm00001d028205	expressed.endo		Zm00004b000779
Zm00001d028207	expressed.endo		Zm00004b000782
Zm00001d028208	expressed.endo	pzb01957	Zm00004b000783
Zm00001d028210	expressed.endo		Zm00004b000784
Zm00001d028211	expressed.endo		Zm00004b000785
Zm00001d028213	expressed.endo		Zm00004b000786
Zm00001d028214	expressed.endo		Zm00004b000787
Zm00001d028218	expressed.endo	bnlg1007	Zm00004b000790
Zm00001d028220	expressed.endo		Zm00004b000792
Zm00001d028221	expressed.endo	atp4	Zm00004b000793
Zm00001d028222	not.endo		Zm00004b000794
Zm00001d028225	expressed.endo		Zm00004b000795
Zm00001d028226	not.endo		Zm00004b000796
Zm00001d028227	expressed.endo		Zm00004b000797
Zm00001d028231	expressed.endo		Zm00004b000802
Zm00001d028232	expressed.endo		Zm00004b000803
Zm00001d028235	expressed.endo		Zm00004b000806
Zm00001d028237	expressed.endo		Zm00004b000809
Zm00001d028238	expressed.endo		Zm00004b000810
Zm00001d028240	expressed.endo	IDP810	Zm00004b000811
Zm00001d028243	expressed.endo		Zm00004b000813
Zm00001d028244	expressed.endo		Zm00004b000814
Zm00001d028248	not.endo		Zm00004b000816
Zm00001d028252	expressed.endo		Zm00004b000819
Zm00001d028256	expressed.endo		Zm00004b000821
Zm00001d028261	expressed.endo		Zm00004b000824
Zm00001d028264	expressed.endo		Zm00004b000827
Zm00001d028265	expressed.endo	crr8	Zm00004b000828
Zm00001d028266	not.endo		Zm00004b000829
Zm00001d028267	expressed.endo	trps2	Zm00004b000830
Zm00001d028272	expressed.endo		Zm00004b000832
Zm00001d028273	not.endo		Zm00004b000833
Zm00001d028274	not.endo		Zm00004b000836
Zm00001d028275	expressed.endo		Zm00004b000837
Zm00001d028278	not.endo		Zm00004b000839
Zm00001d028279	expressed.endo		Zm00004b000840
Zm00001d028285	expressed.endo		Zm00004b000844
Zm00001d028286	not.endo		Zm00004b000846
Zm00001d028293	expressed.endo		Zm00004b000848
Zm00001d028294	expressed.endo		Zm00004b000849
Zm00001d028296	expressed.endo		Zm00004b000850
Zm00001d028298	expressed.endo		Zm00004b000855
Zm00001d028299	expressed.endo		Zm00004b000856
Zm00001d028304	expressed.endo	hb45	Zm00004b000858
Zm00001d028309	expressed.endo		Zm00004b000860
Zm00001d028311	not.endo		Zm00004b000863
Zm00001d028317	expressed.endo		Zm00004b000867
Zm00001d028325	not.endo	brs1	Zm00004b000877
Zm00001d028331	not.endo	TIDP3265	Zm00004b000879
Zm00001d028332	expressed.endo	IDP2385	Zm00004b000880
Zm00001d028337	expressed.endo		Zm00004b000883
Zm00001d028338	expressed.endo		Zm00004b000884
Zm00001d028339	expressed.endo		Zm00004b000885
Zm00001d028344	expressed.endo		Zm00004b000887
Zm00001d028347	not.endo		Zm00004b000889
Zm00001d028348	not.endo		Zm00004b000890
Zm00001d028349	not.endo		Zm00004b000891
Zm00001d028352	expressed.endo		Zm00004b000894
Zm00001d028354	expressed.endo		Zm00004b000896
Zm00001d028357	not.endo		Zm00004b000899
Zm00001d028358	expressed.endo		Zm00004b000900
Zm00001d028359	expressed.endo	cdo1387b(emp70)	Zm00004b000901
Zm00001d028360	expressed.endo		Zm00004b000902
Zm00001d028361	not.endo	cchh25	Zm00004b000903
Zm00001d028365	expressed.endo		Zm00004b000907
Zm00001d028368	expressed.endo	pap20	Zm00004b000910
Zm00001d028369	expressed.endo		Zm00004b000911
Zm00001d028370	expressed.endo		Zm00004b000912
Zm00001d028372	expressed.endo	bzip115	Zm00004b000914
